X,Y,Region,material,Site,Feature Number,Excavation istitute,BP,Error,Type,Size(cm2),Name,Area
127.432718,37.093609,경기,Charcoal,안성 매산리,2,기남문화재연구원,1670,30,백제(방형),X,기남문화재연구원 안성 매산리 2,경기남부
127.432718,37.093609,경기,Charcoal,안성 매산리,5,기남문화재연구원,1620,30,백제(방형),X,기남문화재연구원 안성 매산리 5,경기남부
127.146663,36.971442,경기,Charcoal,안성 중복리,삼국시대 주거지,한국문화재재단,1937,24,백제(방형),152000,한국문화재재단 안성 중복리 삼국시대 주거지,경기남부
126.971097,37.409198,경기,Charcoal,안양 관양동,4-2-1,고려문화재연구원,1850,60,백제(呂·凸자형),523088,고려문화재연구원 안양 관양동 4-2-1 ,경기남부
126.971097,37.409198,경기,Charcoal,안양 관양동,4-4-1,고려문화재연구원,1660,50,백제(방형),X,고려문화재연구원 안양 관양동 4-4-1 ,경기남부
126.971097,37.409198,경기,Charcoal,안양 관양동,4-4-2,고려문화재연구원,1590,50,백제(방형),X,고려문화재연구원 안양 관양동 4-4-2 ,경기남부
126.971097,37.409198,경기,Charcoal,안양 관양동,4-4-4,고려문화재연구원,1600,43,백제(呂·凸자형),X,고려문화재연구원 안양 관양동 4-4-4 ,경기남부
126.971097,37.409198,경기,Charcoal,안양 관양동,4-4-5,고려문화재연구원,1638,39,불명,X,고려문화재연구원 안양 관양동 4-4-5,경기남부
127.985671,38.13245,강원,Charcoal,양구 고대리,삼-1,강원도문화재연구소,1630,30,백제(呂·凸자형),177984,강원도문화재연구소 양구 고대리 삼-1,영서
127.985671,38.13245,강원,Charcoal,양구 고대리,삼-2,강원도문화재연구소,1550,30,백제(呂·凸자형),129792,강원도문화재연구소 양구 고대리 삼-2,영서
127.985671,38.13245,강원,Charcoal,양구 고대리,철-1,강원도문화재연구소,1750,30,백제(呂·凸자형),247816,강원도문화재연구소 양구 고대리 철-1,영서
127.985671,38.13245,강원,Charcoal,양구 고대리,철-12,강원도문화재연구소,1820,30,백제(방형),X,강원도문화재연구소 양구 고대리 철-12,영서
127.985671,38.13245,강원,Charcoal,양구 고대리,철-16,강원도문화재연구소,1870,40,백제(방형),X,강원도문화재연구소 양구 고대리 철-16,영서
127.985671,38.13245,강원,Charcoal,양구 고대리,철-17,강원도문화재연구소,1830,30,불명,X,강원도문화재연구소 양구 고대리 철-17,영서
127.985671,38.13245,강원,Charcoal,양구 고대리,철-18,강원도문화재연구소,1840,30,불명,X,강원도문화재연구소 양구 고대리 철-18,영서
127.985671,38.13245,강원,Charcoal,양구 고대리,청-13,강원도문화재연구소,1630,40,청동기(장방형),569050,강원도문화재연구소 양구 고대리 청-13,영서
127.985671,38.13245,강원,Charcoal,양구 고대리,청-9,강원도문화재연구소,2190,40,청동기(장방형),197181,강원도문화재연구소 양구 고대리 청-9,영서
126.981489,37.819986,경기,Charcoal,양주 광석리,1,국방문화재연구원,1730,60,백제(呂·凸자형),X,국방문화재연구원 양주 광석리 1,경기북부
126.981489,37.819986,경기,Charcoal,양주 광석리,2,국방문화재연구원,1798,26,백제(呂·凸자형),X,국방문화재연구원 양주 광석리 2,경기북부
126.981489,37.819986,경기,Charcoal,양주 광석리,3,국방문화재연구원,1700,40,백제(呂·凸자형),464110,국방문화재연구원 양주 광석리 3,경기북부
126.981489,37.819986,경기,Charcoal,양주 광석리,6,국방문화재연구원,1930,40,장방형,X,국방문화재연구원 양주 광석리 6,경기북부
127.010294,37.786889,경기,Charcoal,양주 대모산성,8차-1-주거지,기호문화재연구원,1620,40,불명,X,기호문화재연구원 양주 대모산성 8차-1-주거지,경기북부
127.06144,37.779078,경기,Charcoal,양주 마전동,5,한성문화재연구원,1688,2,백제(呂·凸자형),X,한성문화재연구원 양주 마전동 5,경기북부
127.53731,37.421297,경기,Charcoal,양평 상자포리,1,한양문화재연구원,1720,25,백제(呂·凸자형),436160,한양문화재연구원 양평 상자포리 1,경기북부
127.53731,37.421297,경기,Charcoal,양평 상자포리,2,한양문화재연구원,1448,31,신라(방형),X,한양문화재연구원 양평 상자포리 2,경기북부
127.53731,37.421297,경기,Charcoal,양평 상자포리,2-1,한양문화재연구원,1919,26,신라(방형),X,한양문화재연구원 양평 상자포리 2-1,경기북부
127.53731,37.421297,경기,Charcoal,양평 상자포리,4,한양문화재연구원,1376,22,신라(방형),180800,한양문화재연구원 양평 상자포리 4,경기북부
127.53731,37.421297,경기,Charcoal,양평 상자포리,5,한양문화재연구원,1154,22,신라(방형),X,한양문화재연구원 양평 상자포리 5,경기북부
127.484805,37.494859,경기,Charcoal,양평 양근리,원-1,국토문화재연구원,1800,30,불명,X,국토문화재연구원 양평 양근리 원-1,경기북부
127.484805,37.494859,경기,Charcoal,양평 양근리,원-3,국토문화재연구원,1700,30,백제(呂·凸자형),X,국토문화재연구원 양평 양근리 원-3,경기북부
127.484805,37.494859,경기,Charcoal,양평 양근리,원-5,국토문화재연구원,1760,30,백제(呂·凸자형),X,국토문화재연구원 양평 양근리 원-5,경기북부
127.320794,37.54989,경기,Charcoal,양평 양수리 상석정,A-13,성균관대학교박물관,1990,40,백제(방형),190134,성균관대학교박물관 양평 양수리 상석정 A-13,경기북부
127.320794,37.54989,경기,Charcoal,양평 양수리 상석정,A-17,성균관대학교박물관,1970,40,백제(呂·凸자형),X,성균관대학교박물관 양평 양수리 상석정 A-17,경기북부
127.320794,37.54989,경기,Charcoal,양평 양수리 상석정,A-19,성균관대학교박물관,2020,40,백제(방형),X,성균관대학교박물관 양평 양수리 상석정 A-19,경기북부
127.320794,37.54989,경기,Charcoal,양평 양수리 상석정,A-7-3,성균관대학교박물관,1990,30,백제(방형),169050,성균관대학교박물관 양평 양수리 상석정 A-7-3,경기북부
127.320794,37.54989,경기,Charcoal,양평 양수리 상석정,A-9,성균관대학교박물관,1930,40,백제(呂·凸자형),X,성균관대학교박물관 양평 양수리 상석정 A-9,경기북부
127.320794,37.54989,경기,Charcoal,양평 양수리 상석정,B-1,성균관대학교박물관,1830,40,백제(呂·凸자형),303975,성균관대학교박물관 양평 양수리 상석정 B-1,경기북부
127.402135,37.494394,경기,Charcoal,양평 운심리,1,한국문화재재단,1670,28,백제(방형),X,한국문화재재단 양평 운심리 1,경기북부
127.402135,37.494394,경기,Charcoal,양평 운심리,2,한국문화재재단,1842,24,백제(呂·凸자형),X,한국문화재재단 양평 운심리 2,경기북부
127.535261,37.424531,경기,Charcoal,양평 하자포리,2,고려문화재연구원,1521,24,백제(呂·凸자형),X,고려문화재연구원 양평 하자포리 2,경기북부
127.532986,37.430455,경기,Charcoal,양평 하자포리,2,한성문화재연구원,1650,30,백제(呂·凸자형),X,한성문화재연구원 양평 하자포리 2,경기북부
127.535261,37.424531,경기,Charcoal,양평 하자포리,3,고려문화재연구원,1765,15,백제(呂·凸자형),X,고려문화재연구원 양평 하자포리 3,경기북부
127.532986,37.430455,경기,Charcoal,양평 하자포리,3,한성문화재연구원,1670,30,불명,X,한성문화재연구원 양평 하자포리 3,경기북부
127.535261,37.424531,경기,Charcoal,양평 하자포리,4,고려문화재연구원,1666,21,백제(呂·凸자형),X,고려문화재연구원 양평 하자포리 4,경기북부
127.535912,37.423334,경기,Charcoal,양평 하자포리,6,경기도자박물관,1779,25,백제(呂·凸자형),275424,경기도자박물관 양평 하자포리 6,경기북부
127.535912,37.423334,경기,Charcoal,양평 하자포리,7,경기도자박물관,1677,22,불명,X,경기도자박물관 양평 하자포리 7,경기북부
127.536201,37.422809,경기,Charcoal,양평 하자포리,삼(한)-주,한국문화재재단,1700,24,백제(呂·凸자형),X,한국문화재재단 양평 하자포리 삼(한)-주,경기북부
127.535749,37.423713,경기,Charcoal,양평 하자포리,삼(한)-주,한국문화재재단,1780,16,백제(呂·凸자형),X,한국문화재재단 양평 하자포리 삼(한)-주,경기북부
127.536111,37.423056,경기,Charcoal,양평 하자포리,삼(한)-주-1,한국문화재재단,1759,17,백제(呂·凸자형),X,한국문화재재단 양평 하자포리 삼(한)-주-1,경기북부
127.536111,37.423056,경기,Charcoal,양평 하자포리,삼(한)-주-3,한국문화재재단,1721,18,백제(呂·凸자형),X,한국문화재재단 양평 하자포리 삼(한)-주-3,경기북부
127.532306,37.430364,경기,Charcoal,양평 하자포리,삼국 주거지-2,한국문화재재단,1729,16,백제(呂·凸자형),X,한국문화재재단 양평 하자포리 삼국 주거지-2,경기북부
127.532306,37.430364,경기,Charcoal,양평 하자포리,삼국 주거지-3,한국문화재재단,1720,24,백제(呂·凸자형),X,한국문화재재단 양평 하자포리 삼국 주거지-3,경기북부
127.536201,37.422809,경기,Charcoal,양평 하자포리,삼-주-1,한국문화재재단,1585,27,백제(방형),133500,한국문화재재단 양평 하자포리 삼-주-1,경기북부
127.532306,37.430364,경기,Charcoal,양평 하자포리,원삼국 주거지,한국문화재재단,1920,16,백제(呂·凸자형),X,한국문화재재단 양평 하자포리 원삼국 주거지,경기북부
127.535749,37.423713,경기,Charcoal,양평 하자포리,원-주,한국문화재재단,1816,16,백제(呂·凸자형),X,한국문화재재단 양평 하자포리 원-주,경기북부
127.672158,37.289407,경기,Charcoal,여주 연양리,3-10,중앙문화재연구원,1445,36,백제(방형),828000,중앙문화재연구원 여주 연양리 3-10 ,경기남부
127.672158,37.289407,경기,Charcoal,여주 연양리,3-7,중앙문화재연구원,1497,29,백제(呂·凸자형),497020,중앙문화재연구원 여주 연양리 3-7 ,경기남부
127.672158,37.289407,경기,Charcoal,여주 연양리,6,고려문화재연구원,1760,50,백제(방형),X,고려문화재연구원 여주 연양리 6 ,경기남부
127.672158,37.289407,경기,Charcoal,여주 연양리,7,고려문화재연구원,1965,36,백제(呂·凸자형),X,고려문화재연구원 여주 연양리 7 ,경기남부
127.54228,37.201095,경기,Charcoal,여주 태평리,1,전남문화재연구원,1660,40,백제(방형),X,전남문화재연구원 여주 태평리 1,경기남부
127.54228,37.201095,경기,Charcoal,여주 태평리,2,전남문화재연구원,1550,30,백제(방형),X,전남문화재연구원 여주 태평리 2,경기남부
127.54228,37.201095,경기,Charcoal,여주 태평리,7,전남문화재연구원,1551,22,백제(방형),X,전남문화재연구원 여주 태평리 7,경기남부
127.018379,38.109908,경기,Charcoal,연천 강내리,11,고려문화재연구원,1870,40,백제(呂·凸자형),485598,고려문화재연구원 연천 강내리 11 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,15,고려문화재연구원,1530,40,백제(呂·凸자형),300709,고려문화재연구원 연천 강내리 15 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,17,고려문화재연구원,1645,29,백제(呂·凸자형),308120,고려문화재연구원 연천 강내리 17 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,22,고려문화재연구원,1900,90,백제(呂·凸자형),493500,고려문화재연구원 연천 강내리 22 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,24,고려문화재연구원,1920,40,백제(呂·凸자형),363125,고려문화재연구원 연천 강내리 24 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,26,고려문화재연구원,1610,40,백제(呂·凸자형),X,고려문화재연구원 연천 강내리 26 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,27,고려문화재연구원,1750,40,백제(呂·凸자형),X,고려문화재연구원 연천 강내리 27 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,32,고려문화재연구원,1710,40,백제(呂·凸자형),179725,고려문화재연구원 연천 강내리 32 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,34,고려문화재연구원,1750,29,백제(呂·凸자형),737960,고려문화재연구원 연천 강내리 34 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,38,고려문화재연구원,1750,50,백제(呂·凸자형),530325,고려문화재연구원 연천 강내리 38 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,41,고려문화재연구원,1700,40,백제(呂·凸자형),366200,고려문화재연구원 연천 강내리 41 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,42,고려문화재연구원,1710,40,백제(呂·凸자형),X,고려문화재연구원 연천 강내리 42 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,43,고려문화재연구원,1720,40,백제(방형),76167,고려문화재연구원 연천 강내리 43 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,44,고려문화재연구원,1723,32,백제(방형),103500,고려문화재연구원 연천 강내리 44 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,45,고려문화재연구원,1653,32,백제(呂·凸자형),799570,고려문화재연구원 연천 강내리 45 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,52,고려문화재연구원,1800,40,백제(呂·凸자형),X,고려문화재연구원 연천 강내리 52 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,58,고려문화재연구원,1700,40,백제(呂·凸자형),562763,고려문화재연구원 연천 강내리 58 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,66,고려문화재연구원,1940,40,백제(呂·凸자형),X,고려문화재연구원 연천 강내리 66 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,68,고려문화재연구원,1900,40,백제(呂·凸자형),X,고려문화재연구원 연천 강내리 68 ,경기북부
127.018379,38.109908,경기,Charcoal,연천 강내리,7,고려문화재연구원,1610,50,백제(呂·凸자형),X,고려문화재연구원 연천 강내리 7 ,경기북부
127.013889,38.005556,경기,Charcoal,연천 남계리,3-1,서울대학교박물관,1866,6,백제(呂·凸자형),X,서울대학교박물관 연천 남계리 3-1,경기북부
127.011691,38.086696,경기,Charcoal,연천 삼거리,1,백두문화재연구원,1940,29,백제(방형),199746,백두문화재연구원 연천 삼거리 1,경기북부
127.011691,38.086696,경기,Charcoal,연천 삼거리,2,백두문화재연구원,1975,29,불명,X,백두문화재연구원 연천 삼거리 2,경기북부
127.011691,38.086696,경기,Charcoal,연천 삼거리,3,백두문화재연구원,1900,40,불명,X,백두문화재연구원 연천 삼거리 3,경기북부
127.011691,38.086696,경기,Charcoal,연천 삼거리,4,백두문화재연구원,1880,40,백제(방형),82200,백두문화재연구원 연천 삼거리 4,경기북부
127.071624,38.089457,경기,Charcoal,연천 차탄리,1,한국문물연구원,1800,30,백제(呂·凸자형),X,한국문물연구원 연천 차탄리 1,경기북부
127.071624,38.089457,경기,Charcoal,연천 차탄리,통신-1,한국문물연구원,1460,30,신라(방형),230096,한국문물연구원 연천 차탄리 통신-1,경기북부
127.071624,38.089457,경기,Charcoal,연천 차탄리,2,한국문물연구원,1760,30,백제(呂·凸자형),282480,한국문물연구원 연천 차탄리 2,경기북부
127.071624,38.089457,경기,Charcoal,연천 차탄리,5,한국문물연구원,1790,30,백제(방형),X,한국문물연구원 연천 차탄리 5,경기북부
127.032608,38.136725,경기,Charcoal,연천 합수리,1,한울문화재연구원,1805,29,백제(呂·凸자형),X,한울문화재연구원 연천 합수리 1,경기북부
127.032608,38.136725,경기,Charcoal,연천 합수리,5,한울문화재연구원,1850,40,백제(呂·凸자형),X,한울문화재연구원 연천 합수리 5,경기북부
127.032608,38.136725,경기,Charcoal,연천 합수리,9,한울문화재연구원,1795,29,백제(呂·凸자형),X,한울문화재연구원 연천 합수리 9,경기북부
128.527565,37.271022,강원,Charcoal,영월 문산리,철기시대 주거지,강원도문화재연구소,1843,29,백제(呂·凸자형),X,강원도문화재연구소 영월 문산리 철기시대 주거지,영서
128.526808,37.269953,강원,Charcoal,영월 문산리,철-1,예맥문화재연구원,1821,21,백제(呂·凸자형),X,예맥문화재연구원 영월 문산리 철-1,영서
128.526808,37.269953,강원,Charcoal,영월 문산리,철-2,예맥문화재연구원,1798,20,백제(呂·凸자형),X,예맥문화재연구원 영월 문산리 철-2,영서
128.507406,37.210748,강원,Charcoal,영월 삼옥리,1,예맥문화재연구원,1895,20,백제(呂·凸자형),350418,예맥문화재연구원 영월 삼옥리 1,영서
128.507406,37.210748,강원,Charcoal,영월 삼옥리,2,예맥문화재연구원,1850,25,백제(방형),62720,예맥문화재연구원 영월 삼옥리 2,영서
128.507406,37.210748,강원,Charcoal,영월 삼옥리,3,예맥문화재연구원,1880,20,백제(呂·凸자형),X,예맥문화재연구원 영월 삼옥리 3,영서
128.507406,37.210748,강원,Charcoal,영월 삼옥리,4,예맥문화재연구원,1885,25,백제(呂·凸자형),374400,예맥문화재연구원 영월 삼옥리 4,영서
128.507406,37.210748,강원,Charcoal,영월 삼옥리,5,예맥문화재연구원,1840,20,백제(呂·凸자형),134000,예맥문화재연구원 영월 삼옥리 5,영서
128.507406,37.210748,강원,Charcoal,영월 삼옥리,6,예맥문화재연구원,1840,20,백제(방형),X,예맥문화재연구원 영월 삼옥리 6,영서
128.27063,37.268031,강원,Charcoal,영월 주천리,원삼국-2,예맥문화재연구원,1920,40,불명,X,예맥문화재연구원 영월 주천리 원삼국-2,영서
128.27063,37.268031,강원,Charcoal,영월 주천리,원삼국-3,예맥문화재연구원,1920,40,백제(呂·凸자형),X,예맥문화재연구원 영월 주천리 원삼국-3,영서
128.27063,37.268031,강원,Charcoal,영월 주천리,원삼국-4,예맥문화재연구원,1886,29,불명,X,예맥문화재연구원 영월 주천리 원삼국-4,영서
128.265477,37.270642,강원,Charcoal,영월 주천리 술샘,1,강원고고문화연구원,1710,50,백제(呂·凸자형),758975,강원고고문화연구원 영월 주천리 술샘 1 ,영서
128.265477,37.270642,강원,Charcoal,영월 주천리 술샘,7,강원고고문화연구원,1770,60,백제(呂·凸자형),X,강원고고문화연구원 영월 주천리 술샘 7 ,영서
128.265477,37.270642,강원,Charcoal,영월 주천리 술샘,8,강원고고문화연구원,1690,50,백제(呂·凸자형),X,강원고고문화연구원 영월 주천리 술샘 8 ,영서
128.492648,37.14987,강원,Charcoal,영월 팔괴리,신라 수혈주거지,강원도문화재연구소,1570,60,신라(방형),211200,강원도문화재연구소 영월 팔괴리 신라 수혈주거지,영서
128.492648,37.14987,강원,Charcoal,영월 팔괴리,철기 수혈주거지,강원도문화재연구소,1720,36,백제(呂·凸자형),X,강원도문화재연구소 영월 팔괴리 철기 수혈주거지,영서
127.06666,37.170768,경기,Charcoal,오산 내삼미동,14,경기문화재연구원,1590,20,백제(呂·凸자형),X,경기문화재연구원 오산 내삼미동 14 ,경기남부
127.06666,37.170768,경기,Charred seed,오산 내삼미동,16,경기문화재연구원,1585,20,백제(방형),233788,경기문화재연구원 오산 내삼미동 16 ,경기남부
127.06666,37.170768,경기,Charred seed,오산 내삼미동,19,경기문화재연구원,1605,20,백제(방형),X,경기문화재연구원 오산 내삼미동 19 ,경기남부
127.06666,37.170768,경기,Charcoal,오산 내삼미동,25,경기문화재연구원,1640,20,백제(방형),X,경기문화재연구원 오산 내삼미동 25 ,경기남부
127.06316,37.177744,경기,Charcoal,오산 내삼미동,나-삼국-2,경기문화재연구원,1690,30,백제(방형),X,경기문화재연구원 오산 내삼미동 나-삼국-2,경기남부
127.06316,37.177744,경기,Charcoal,오산 내삼미동,나-삼국-3,경기문화재연구원,1660,30,백제(방형),X,경기문화재연구원 오산 내삼미동 나-삼국-3,경기남부
127.06316,37.177744,경기,Charcoal,오산 내삼미동,나-삼국-4,경기문화재연구원,1550,40,백제(방형),X,경기문화재연구원 오산 내삼미동 나-삼국-4,경기남부
127.06316,37.177744,경기,Charcoal,오산 내삼미동,나-삼국-6,경기문화재연구원,1580,30,백제(방형),84845,경기문화재연구원 오산 내삼미동 나-삼국-6,경기남부
127.06316,37.177744,경기,Charcoal,오산 내삼미동,나-삼국-7,경기문화재연구원,1700,30,백제(방형),X,경기문화재연구원 오산 내삼미동 나-삼국-7,경기남부
127.06316,37.177744,경기,Charcoal,오산 내삼미동,다-삼국-1,경기문화재연구원,1610,30,백제(방형),X,경기문화재연구원 오산 내삼미동 다-삼국-1,경기남부
127.06316,37.177744,경기,Charcoal,오산 내삼미동,다-삼국-2,경기문화재연구원,1530,30,백제(방형),X,경기문화재연구원 오산 내삼미동 다-삼국-2,경기남부
127.06316,37.177744,경기,Charcoal,오산 내삼미동,다-삼국-3,경기문화재연구원,1840,60,백제(방형),X,경기문화재연구원 오산 내삼미동 다-삼국-3,경기남부
127.06316,37.177744,경기,Charcoal,오산 내삼미동,다-삼국-4,경기문화재연구원,1620,50,백제(방형),X,경기문화재연구원 오산 내삼미동 다-삼국-4,경기남부
127.06316,37.177744,경기,Charcoal,오산 내삼미동,다-삼국-6,경기문화재연구원,1580,30,백제(방형),X,경기문화재연구원 오산 내삼미동 다-삼국-6,경기남부
127.046514,37.133183,경기,Charcoal,오산 탑동∙두곡동,14-2,기호문화재연구원,1800,40,백제(방형),204060,기호문화재연구원 오산 탑동∙두곡동 14-3 ,경기남부
127.2135911,37.2412159,경기,Charcoal,용인 고림동,A-2,한신대학교박물관,1783,25,불명,X,한신대학교박물관 용인 고림동 A-2,경기남부
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-1,한신대학교박물관,1680,40,백제(呂·凸자형),X,한신대학교박물관 용인 고림동 B-1,경기남부
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-10,한신대학교박물관,1760,40,백제(방형),X,한신대학교박물관 용인 고림동 B-10,경기남부
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-2,한신대학교박물관,1786,32,백제(방형),X,한신대학교박물관 용인 고림동 B-2,경기남부
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-4,한신대학교박물관,1800,40,백제(呂·凸자형),X,한신대학교박물관 용인 고림동 B-4,경기남부
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-6,한신대학교박물관,1665,29,백제(呂·凸자형),X,한신대학교박물관 용인 고림동 B-6,경기남부
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-7,한신대학교박물관,1690,40,백제(呂·凸자형),1988032,한신대학교박물관 용인 고림동 B-7,경기남부
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-8,한신대학교박물관,1772,29,백제(呂·凸자형),X,한신대학교박물관 용인 고림동 B-8,경기남부
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-9,한신대학교박물관,1740,29,백제(呂·凸자형),X,한신대학교박물관 용인 고림동 B-9,경기남부
127.107251,37.294935,경기,Charcoal,용인 마북동,4,경기문화재연구원,1570,50,백제(방형),144936,경기문화재연구원 용인 마북동 4 ,경기남부
127.107251,37.294935,경기,Charcoal,용인 마북동,48,경기문화재연구원,1640,50,백제(呂·凸자형),X,경기문화재연구원 용인 마북동 48 ,경기남부
127.106619,37.294666,경기,Charcoal,용인 마북동,7,한국문화재재단,1700,30,백제(방형),X,한국문화재재단 용인 마북동 7,경기남부
127.107802,37.294478,경기,Charcoal,용인 마북동,70,경기문화재연구원,1450,50,신라(방형),187440,경기문화재연구원 용인 마북동 70,경기남부
127.097152,37.304083,경기,Charcoal,용인 보정리 소실,7,경기문화재연구원,1420,80,백제(방형),X,경기문화재연구원 용인 보정리 소실 7 ,경기남부
127.098813,37.276358,경기,Charcoal,용인 신갈동,1,서경문화재연구원,1710,40,백제(방형),X,서경문화재연구원 용인 신갈동 1,경기남부
127.1201086,37.298114,경기,Charcoal,용인 언남동,2지점-1,혜안문화재연구원,1680,30,백제(방형),368962,혜안문화재연구원 용인 언남동 2지점-1,경기남부
127.067762,37.272637,경기,Charcoal,용인 영덕동,1-1지점-1,경기문화재연구원,1180,50,백제(방형),X,경기문화재연구원 용인 영덕동 1-1지점-1,경기남부
127.067762,37.272637,경기,Charcoal,용인 영덕동,1-1지점-7,경기문화재연구원,1140,50,백제(방형),X,경기문화재연구원 용인 영덕동 1-1지점-7,경기남부
127.085653,37.275062,경기,Charcoal,용인 영덕동,14지점-3 ,기전문화재연구원,1750,50,백제(방형),X,기전문화재연구원 용인 영덕동 14지점-3 ,경기남부
127.085653,37.275062,경기,Charcoal,용인 영덕동,15지점-1,기전문화재연구원,1710,50,백제(방형),X,기전문화재연구원 용인 영덕동 15지점-1,경기남부
127.299842,37.151547,경기,Charcoal,용인 죽능리,5,기호문화재연구원,1550,60,백제(방형),X,기호문화재연구원 용인 죽능리 5,경기남부
127.299842,37.151547,경기,Charcoal,용인 죽능리,7,기호문화재연구원,1590,60,불명,X,기호문화재연구원 용인 죽능리 7,경기남부
127.299842,37.151547,경기,Charcoal,용인 죽능리,10,기호문화재연구원,1600,43,백제(방형),X,기호문화재연구원 용인 죽능리 10,경기남부
127.13867,37.241634,경기,Charcoal,용인 지곡동,삼국시대 주거지,서경문화재연구원,1575,22,백제(방형),X,서경문화재연구원 용인 지곡동 삼국시대 주거지,경기남부
127.175245,37.28716,경기,Unknown,용인 할미산성,1,한국문화유산연구원,1465,30,신라(방형),X,한국문화유산연구원 용인 할미산성 1,경기남부
127.175245,37.28716,경기,Unknown,용인 할미산성,2,한국문화유산연구원,1548,23,신라(방형),X,한국문화유산연구원 용인 할미산성 2,경기남부
127.175245,37.28716,경기,Unknown,용인 할미산성,3,한국문화유산연구원,1423,21,신라(방형),X,한국문화유산연구원 용인 할미산성 3,경기남부
127.175245,37.28716,경기,Unknown,용인 할미산성,4,한국문화유산연구원,1441,23,신라(방형),X,한국문화유산연구원 용인 할미산성 4,경기남부
127.175245,37.28716,경기,Charcoal,용인 할미산성,Ⅱ차-3,한국문화유산연구원,1477,24,신라(방형),X,한국문화유산연구원 용인 할미산성 Ⅱ차-3,경기남부
127.175245,37.28716,경기,Charcoal,용인 할미산성,Ⅱ차-4,한국문화유산연구원,1400,40,신라(방형),X,한국문화유산연구원 용인 할미산성 Ⅱ차-4,경기남부
127.175245,37.28716,경기,Unknown,용인 할미산성,Ⅲ차-1지점-1,한국문화유산연구원,1520,40,불명,X,한국문화유산연구원 용인 할미산성 Ⅲ차-1지점-1,경기남부
127.175245,37.28716,경기,Unknown,용인 할미산성,Ⅲ차-1지점-2,한국문화유산연구원,1450,40,신라(방형),X,한국문화유산연구원 용인 할미산성 Ⅲ차-1지점-2,경기남부
127.175245,37.28716,경기,Charcoal,용인 할미산성,Ⅳ차-7,한국문화유산연구원,1400,30,신라(방형),X,한국문화유산연구원 용인 할미산성 Ⅳ차-7,경기남부
127.175245,37.28716,경기,Charcoal,용인 할미산성,Ⅳ차-10,한국문화유산연구원,1690,40,신라(방형),X,한국문화유산연구원 용인 할미산성 Ⅳ차-10,경기남부
127.175245,37.28716,경기,Charcoal,용인 할미산성,Ⅳ차-11,한국문화유산연구원,1530,40,신라(방형),X,한국문화유산연구원 용인 할미산성 Ⅳ차-11,경기남부
127.175245,37.28716,경기,Unknown,용인 할미산성,Ⅴ차-10,한국문화유산연구원,1454,27,신라(방형),X,한국문화유산연구원 용인 할미산성 Ⅴ차-10,경기남부
127.175245,37.28716,경기,Unknown,용인 할미산성,Ⅴ차-16,한국문화유산연구원,1518,30,신라(방형),X,한국문화유산연구원 용인 할미산성 Ⅴ차-16,경기남부
127.175245,37.28716,경기,Unknown,용인 할미산성,Ⅴ차-22,한국문화유산연구원,1528,29,불명,X,한국문화유산연구원 용인 할미산성 Ⅴ차-22,경기남부
127.944313,37.3848,강원,Charcoal,원주 가현동,철-4,강원도문화재연구소,1770,29,백제(呂·凸자형),852100,강원도문화재연구소 원주 가현동 철-4,영서
127.944313,37.3848,강원,Charcoal,원주 가현동,철-10,강원도문화재연구소,1820,29,백제(呂·凸자형),X,강원도문화재연구소 원주 가현동 철-10,영서
127.944313,37.3848,강원,Charcoal,원주 가현동,철-13,강원도문화재연구소,1730,40,백제(呂·凸자형),432000,강원도문화재연구소 원주 가현동 철-13,영서
127.944313,37.3848,강원,Charcoal,원주 가현동,철-16,강원도문화재연구소,1750,29,백제(呂·凸자형),X,강원도문화재연구소 원주 가현동 철-16,영서
127.944313,37.3848,강원,Charcoal,원주 가현동,철-24,강원도문화재연구소,1776,32,백제(呂·凸자형),X,강원도문화재연구소 원주 가현동 철-24,영서
